#separator:tab
#html:true
#deck:JP Grammar N2 Quality MCQ Nanami
CardID	Level	GrammarPoint	GrammarAudio	MeaningCN	ExplanationCN	Connection	OptionA	OptionAAudio	OptionB	OptionBAudio	OptionC	OptionCAudio	OptionD	OptionDAudio	CorrectOption	CorrectExample	CorrectExampleCN	Rationale	Source	Tags
JP-GRAMMAR-QUALITY-MCQ-04	N2	～ あげく(に)	[sound:jp-grammar-quality-mcq-04_grammar.mp3]	结果，最后	表示经过一段过程或反复之后，最后出现某个结果。多用于不理想的结果。	動詞た形 / 名詞+の + あげく(に)	何度も話し合う（あげく）、計画を中止した。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-04_option_A.mp3""></audio>"	何度も話し合った（あげくで）、計画を中止した。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-04_option_B.mp3""></audio>"	少し話し合った（あげく）、すぐ計画を決めた。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-04_option_C.mp3""></audio>"	何度も話し合った（あげく）、計画を中止した。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-04_option_D.mp3""></audio>"	D	何度も話し合った（あげく）、計画を中止した。	经过多次讨论后，最后取消了计划。	A. 错误：あげく前面通常接动词た形或名詞+の。<br>B. 错误：固定形式是あげく/あげくに，不接で。<br>C. 错误：あげく通常表示长时间、反复之后的结果，这里语义不自然。<br>D. 正确：前面接动词た形，且后项是经过反复后的结果。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-05	N2	～ あまり(に)	[sound:jp-grammar-quality-mcq-05_grammar.mp3]	过于...而	表示程度过高，由此引出后面的状态或结果。	動詞普通形 / い形容詞 / な形容詞+な / 名詞+の + あまり(に)	うれしさを（あまり）、涙が出た。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-05_option_A.mp3""></audio>"	うれしさの（あまり）、涙が出た。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-05_option_B.mp3""></audio>"	うれしさ（あまり）、涙が出た。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-05_option_C.mp3""></audio>"	うれしさの（あまりで）、涙が出た。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-05_option_D.mp3""></audio>"	B	うれしさの（あまり）、涙が出た。	因为太高兴，眼泪流了出来。	A. 错误：不能用を连接あまり。<br>B. 正确：名词化后的情感词接のあまり。<br>C. 错误：名词接续时需要の。<br>D. 错误：这里不用あまりで。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-06	N2	～ 以上(は)	[sound:jp-grammar-quality-mcq-06_grammar.mp3]	既然...就	表示在前项事实成立的前提下，后项是说话人认为当然的判断或义务。	動詞普通形 / 名詞+である + 以上(は)	約束した（以上）、最後までやるべきだ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-06_option_A.mp3""></audio>"	約束した（以上で）、最後までやるべきだ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-06_option_B.mp3""></audio>"	約束した（以上に）、最後までやるべきだ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-06_option_C.mp3""></audio>"	約束した（以上から）、最後までやるべきだ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-06_option_D.mp3""></audio>"	A	約束した（以上）、最後までやるべきだ。	既然约好了，就应该做到最后。	A. 正确：既然已经约定，后项表达义务或判断。<br>B. 错误：表示既然时不用以上で。<br>C. 错误：以上に表示超过某程度，不是既然。<br>D. 错误：没有以上から这种接法。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-07	N2	～ 上で(は)	[sound:jp-grammar-quality-mcq-07_grammar.mp3]	在...之后；在...方面	表示先完成前项再做后项，也可表示从某个方面来看。	動詞た形 / 名詞+の + 上で	内容を確認した（上で）、署名してください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-07_option_A.mp3""></audio>"	内容を確認した（上に）、署名してください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-07_option_B.mp3""></audio>"	内容を確認した（上でに）、署名してください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-07_option_C.mp3""></audio>"	内容を確認して（上で）、署名してください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-07_option_D.mp3""></audio>"	A	内容を確認した（上で）、署名してください。	请在确认内容之后签名。	A. 正确：動詞た形+上で表示先做前项，再做后项。<br>B. 错误：上に表示而且/加之，不适合这里的先后顺序。<br>C. 错误：上で后面不再接に。<br>D. 错误：表示先后顺序时应接動詞た形。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-08	N2	～ 上は	[sound:jp-grammar-quality-mcq-08_grammar.mp3]	既然...就	表示既然事情已经到了前项这种情况，就必须采取后项态度或行动。	接续：～ 上は。按原书条目和句中词形使用。	時間がある（上は）です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-08_option_A.mp3""></audio>"	昨日時間があった（上は）、一緒に行きました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-08_option_B.mp3""></audio>"	時間がある（上は）、一緒に行きましょう。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-08_option_C.mp3""></audio>"	時間がないのに（上は）、行きました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-08_option_D.mp3""></audio>"	C	時間がある（上は）、一緒に行きましょう。	这句话用于确认“～ 上は”的用法。	A. 错误：后项缺少在条件下成立的内容。<br>B. 错误：已发生事实不适合这种条件用法。<br>C. 正确：上は 用于提出条件。<br>D. 错误：逆接内容里再接目标表达不自然。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-09	N2	～ うちに	[sound:jp-grammar-quality-mcq-09_grammar.mp3]	趁着...；在...期间	表示在某状态没有改变之前做某事，或在某期间内发生变化。	動詞普通形 / い形容詞 / な形容詞+な / 名詞+の + うちに	忘れない（うちを）、メモしておきます。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-09_option_A.mp3""></audio>"	忘れない（うちに）、メモしておきます。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-09_option_B.mp3""></audio>"	忘れない（うちで）、メモしておきます。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-09_option_C.mp3""></audio>"	忘れた（うちに）、メモしておきます。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-09_option_D.mp3""></audio>"	B	忘れない（うちに）、メモしておきます。	趁还没忘，我先记下来。	A. 错误：没有うちを这种接法。<br>B. 正确：表示趁着还没有忘记的时候做后项。<br>C. 错误：表示期间内做某事用うちに。<br>D. 错误：已经忘了就不能表示趁还没忘。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-10	N2	～ うちは	[sound:jp-grammar-quality-mcq-10_grammar.mp3]	在...期间	表示某状态持续的期间内发生或应该做某事。	接续：～ うちは。按原书条目和句中词形使用。	学生証の（うちは）、試験を受けます。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-10_option_A.mp3""></audio>"	試験を受けるための（うちは）、学生証を見せてください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-10_option_B.mp3""></audio>"	試験の（うちは）、学生証を見せてください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-10_option_C.mp3""></audio>"	試験が終わった（うちは）です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-10_option_D.mp3""></audio>"	C	試験の（うちは）、学生証を見せてください。	这句话用于确认“～ うちは”的用法。	A. 错误：前后语义关系不成立，不是在说明时间场合。<br>B. 错误：前项已经是目的结构，再接该表达不自然。<br>C. 正确：うちは 表示某个时候或场合。<br>D. 错误：后项结构不完整，不能这样收句。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-11	N2	～(よ)うではないか/(よ)うじゃないか	[sound:jp-grammar-quality-mcq-11_grammar.mp3]	让我们...吧	表示号召、提议大家一起做某事，书面或演说语气较强。	普通形 + か	もう一度、みんなで考え（ようではないか）。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-11_option_A.mp3""></audio>"	昨日、みんなで考え（ようではないか）。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-11_option_B.mp3""></audio>"	考えた（ようではないか）です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-11_option_C.mp3""></audio>"	私は一人で考え（ようではないか）。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-11_option_D.mp3""></audio>"	A	もう一度、みんなで考え（ようではないか）。	不知道他是否会来。	A. 正确：ようではないか 用来向听话人提出较郑重的劝诱。<br>B. 错误：已经发生的过去事实不能用来发出劝诱。<br>C. 错误：接续和句尾结构不自然。<br>D. 错误：劝诱通常面向听话人一起行动，这里语境不合。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-12	N2	～ 得る	[sound:jp-grammar-quality-mcq-12_grammar.mp3]	可能...	表示理论上或实际上可能发生。读作「うる」或「える」。	接续：～ 得る。按原书条目和句中词形使用。	その問題は今後も起こり（べきだ）。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-12_option_A.mp3""></audio>"	その問題は今後も起こり（得る）。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-12_option_B.mp3""></audio>"	その問題は今後も起こり（がちだ）。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-12_option_C.mp3""></audio>"	その問題は今後も起こり（きれる）。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-12_option_D.mp3""></audio>"	B	その問題は今後も起こり（得る）。	这句话用于确认“～ 得る”的用法。	A. 错误：「べきだ」表示应该，不表示可能发生。<br>B. 正确：得る 表示可能发生。<br>C. 错误：「がちだ」表示倾向，不是可能性判断。<br>D. 错误：「きれる」表示完全做完，不表示可能性。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-13	N2	～ 得ない	[sound:jp-grammar-quality-mcq-13_grammar.mp3]	不可能...	表示没有发生的可能。读作「えない」。	接续：～ 得ない。按原书条目和句中词形使用。	そんなことは普通あり（得る）。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-13_option_A.mp3""></audio>"	そんなことは普通あり（べきだ）。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-13_option_B.mp3""></audio>"	そんなことは普通あり（得ない）。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-13_option_C.mp3""></audio>"	そんなことは普通あり（がちだ）。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-13_option_D.mp3""></audio>"	C	そんなことは普通あり（得ない）。	这句话用于确认“～ 得ない”的用法。	A. 错误：「得る」表示可能，和“不可能”相反。<br>B. 错误：「べきだ」表示应该。<br>C. 正确：得ない 表示不可能。<br>D. 错误：「がちだ」表示倾向，不表示不可能。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
